QT000000000	D Frau isch jung.
QT000013042	Dat hett sik rutstellt, dat ik recht harr.
QT000013043	Middweken fröh heff ik mi mit mien Frünnen drapen.
QT000013044	Wat hest du güstern daan?
QT000013045	Ik mag de franzöösche Köök.
QT000013046	Kann ik ’t Kiekschapp utmaken?
QT000013047	De Müllammel deed stinken.
QT000013048	Noch en beten?
QT000013049	Küsst mi.
QT000013050	Ken sprüng över de Müür.
QT000013051	He is nich in de Laag, dat to doon.
QT000013052	„Wo denkst du an?“ – „Ik denk an di.“
QT000013053	Kannst du maal ophören to snacken?
QT000013054	Mien Vader is vör veer Johr doodbleven.
QT000013055	Köönt wi en Gavel hebben?
QT000013056	Ik mook toveel Tippfehlers.
QT000013057	Ik kenn sien Naam nich.
QT000013058	Wi maakt jüst Plaans för de Feern.
QT000013059	Ik wull dat nich.
QT000013060	Ik kann den Larm nich uthollen.
QT000013061	De Schören von ’n Spegel legen op de Eer verdeelt.
QT000013062	Schasst ook de Best wesen, wenn dor ans nüms is!
QT000013063	Ik heff bloot Brood un Botter eten.
QT000013064	Vergangen Johr heff ik en beten toleggt.
QT000013065	Ik will vonavend Pizza eten.
QT000013066	Se hett güstern ehre Tante besöcht.
QT000013067	Se kunn em nich in ’t Gesicht kieken.
QT000013068	Ik heff mien E-Mail-Adress vergeten.
QT000013069	Ik bruuk keen Auto.
QT000013070	Se is to jung, üm na School to gahn.
QT000013071	Ik heff mi an ’n Ellbagen wehdaan.
QT000013072	Kopp hoog, ans fallt de lüttje Kroon dal!
QT000013073	De lütte Mann driggt en swarten Antog.
QT000013074	Sünd dat Tom sien Beuker?
QT000013075	Opbest gefallt mi dat swarte Kleed.
QT000013076	Ik heff all söss Finstern dichtmaakt.
QT000013077	Jesus kann di nich utstahn.
QT000013078	In dissen Lüttbus gaht 25 Lüüd rin.
QT000013079	Katten speelt geern in de Sünn.
QT000013080	Ik heff jem to de Geboort von jemehr Dochter graleert.
QT000013081	Kannst du mi de Prieslist wiesen?
QT000013082	De Katt maakt en Puckel.
QT000013083	Mit elk verbrennt Book warrt de Welt en beten heller.
QT000013084	Japp nich so, du stickst mi noch an.
QT000013085	Ik lööv, ik heff mien Slötels verloren.
QT000013086	Se kaamt jümmer to laat.
QT000013087	Tom kann nich so goot teken as ik.
QT000013088	Ik will Swemmen lehren.
QT000013089	Un wat maakt wi nu?
QT000013090	Per Inschrieven?
QT000013091	Ik bün jüst trüggkamen.
QT000013092	’Keen hett Ann anropen?
QT000013093	Se hett sik de Armkuhlen raseert.
QT000013094	Ik heff Opa dissen Breev tostüürt.
QT000013095	He hett nu för een Stünn snackt.
QT000013096	Laat de Finger von mien Fohrrad.
QT000013097	Sien Asch is hier begraven.
QT000013098	He hett twee Böker utlehnt.
QT000013099	Ofschoonst dat koold weer, güng he na buten.
QT000013100	Mi is en beten koold.
QT000013101	Dat sütt ook en Blinnen.
QT000013102	Ehr Droom is Paris to besöken.
QT000013103	Üm un bi all söss Stünnen hebbt wi Ebb.
QT000013104	Hest du Koppwehdaag?
QT000013105	He sett den Buur op ’n Eddelmann.
QT000013106	Bob is mien Fründ.
QT000013107	Ehr Hoor hüng in adrette Krüllen dal.
QT000013108	Ik heff dat Book ümsüs kregen.
QT000013109	He is Vader von dree Kinner.
QT000013110	Kiek mol, wat ik för Tom kofft heff!
QT000013111	De Lüüd ut Madrid sünd en ampart Volk.
QT000013112	He is rieker as elk annern in disse Stad.
QT000013113	Tom und Ria hebbt vör twee Weken hieradt.
QT000013114	Jan is mien lütten Broder.
QT000013115	Ik deed mi lever scheden laten.
QT000013116	Is dat dien Book?
QT000013117	Waals freet lüttje Fisch.
QT000013118	Wat hett John op de Böhn sungen?
QT000013119	Reekners spoort uns veel Tied un Möh.
QT000013120	Ik versöök Geld to sporen.
QT000013121	Tom föhrt nich giern mit’n Bus.
QT000013122	Ik heff jo nich höört.
QT000013123	Sien jüngsten Söhn is fiev Johr oold.
QT000013124	Ik heff Tom al seggt, dat Ria nich hier is.
QT000013125	Wo kanns du sowat seggen?
QT000013126	De Tell mutt vondaag betahlt warrn.
QT000013127	Se deed ünner Tranen antern.
QT000013128	He striddt sik jümmer mit sien Froo.
QT000013129	Ik mutt ne’e Ski köpen.
QT000013130	De ole Mann löhn op sien Staff.
QT000013131	Disse Klock geiht nich.
QT000013132	He hett en Book över China schreven.
QT000013133	Ik bün en Mann ahn Froo.
QT000013134	Snack nich so luud!
QT000013135	De Toornklock dor geiht richtig.
QT000013136	Ik will, dat he dor hengeiht.
QT000013137	He deed sik dalsetten un hett Daagbladd leest.
QT000013138	Büst du doov?
QT000013139	En Voss hett de Kükens ut ’n Stall roovt.
QT000013140	Wat meenst, schall dat vondaag Regen geven?
QT000013141	Hett jo de Film gefallen?
QT000013142	Se kummt bloot to mien Geboortsdagsfier, wenn du ook kummst.
QT000013143	Se hett em allens lehrt, wat se wüss.
QT000013144	Dat is Middagtied.
QT000013145	Wannehr kummt dien ne’en Romaan rut?
QT000013146	Dor blafft en Hund in de Naverschop.
QT000013147	Kummt se ook?
QT000013148	Ik bün in Portugal.
QT000013149	Du schusst di den Verdrag dörkieken, ehrdat du em ünnerschriffst.
QT000013150	Andy hett sien Hemd in ’t Schapp hängt.
QT000013151	De Minirock is wedder Mood.
QT000013152	He deed dat nienich glöven.
QT000013153	In Las Vegas to spelen hett mi veel Spaaß maakt.
QT000013154	Du hest villicht recht.
QT000013155	Du hest vergäten, an’t Enn vun’n Satz en Punkt to setten.
QT000013156	Dat helpt nix, em noch wedder to fragen.
QT000013157	Ik heff em leef, man he lävt in Diutschland.
QT000013158	Ik heff en ne’e Tasch köfft.
QT000013159	Dat is en gode Idee.
QT000013160	Dit is en Hotel.
QT000013161	„Ik weet dat nich“, sä Tony.
QT000013162	Hest du keen Stemm in ’n annern Ruum höört?
QT000013163	He harr en witte Katt.
QT000013164	Miene Süster wahnt in de Neegd von Yokohama.
QT000013165	Wat is in Paris Mood?
QT000013166	He deed Geld bistüren.
QT000013167	Worüm versteckst du dien Titten?
QT000013168	Jane hett sik grote Möh geven, to dat ne’e Wicht fründlich to wesen.
QT000013169	Disse Hüüs höört mien Unkel to.
QT000013170	Bedankt för allens.
QT000013171	He is al veel wieder as de annern Schölers.
QT000013172	Ik bün kaputt.
QT000013173	Ik weet nich, wat ik winnen oder verleren do.
QT000013174	Ik bün en goden Lehrer.
QT000013175	Disse Steed is good to ’n Swemmen.
QT000013176	He seed nix.
QT000013177	Wullt du en Jackvull hebben?
QT000013178	Morgen fraag ik em.
QT000013179	Se freet jüst jemehr Appels.
QT000013180	He seet achter Tralljen.
QT000013181	Melk warrt licht suur.
QT000013182	Proost!
QT000013183	He deed vör Küll bevern.
QT000013184	Ik lehn di mien Notizbook.
QT000013185	Ik will as Picasso wesen.
QT000013186	Weetst du, woveel Lüüd op de Welt elk Johr verhungert?
QT000013187	He wull de Pissmieren los warrn.
QT000013188	Disse Soort Fisch harr ik bet dorhen noch nich sehn.
QT000013189	Kaam mit.
QT000013190	Ik bruuk en Afkörten dör den Goorn.
QT000013191	Dat is nich mien Beer!
QT000013192	Du musst dien Kopp ünnersöken laten.
QT000013193	Ik leng na Sellschop.
QT000013194	In Hamborg küern veele missingsch, dat is ne Spraak tüsken platt un hoogdüütsch.
QT000013195	All de Studenten studeert Engelsch.
QT000013196	De Jung bleev still stahn.
QT000013197	Godd kann keen Dreeeck mit mehr as 180 Graad maken.
QT000013198	As Kind heff ik veel mit Poppen speelt.
QT000013199	Wi löpen üm ’n Park rüm.
QT000013200	Dat is mi egaal, wat du geihst oder bliffst.
QT000013201	Mi gefallt dien Auto.
QT000013202	Dat maakt dörtig Euro.
QT000013203	He plant sien Sünnblomen in ’t Vörjohr.
QT000013204	Trang is jüstso schöön as Dorenda.
QT000013205	Dat stimmt, he kunn de Wohrheid nich weten.
QT000013206	Dat füng an to regen.
QT000013207	Ick häbbe vandage viël to doon.
QT000013208	Ik eet jüst Krabben.
QT000013209	Wi hebbt en Stimm in de Slaapkamer hört.
QT000013210	Du dröffst nich in’t Bett blieven.
QT000013211	Du singst de ganze Tied.
QT000013212	De Mann is oold.
QT000013213	Klock teihn avends slaap ik al.
QT000013214	Dat is roor.
QT000013215	Ik wull, wi kunnen mehr Tied tohoop verbringen.
QT000013216	Dat rummelt un regent!
QT000013217	Hest du mi misst?
QT000013218	Büst du en Wöörbook op Been?
QT000013219	Hier is dat Huus, in dat he leevt heff.
QT000013220	De Gang mutt breed noog wesen üm en Rullstohl dörtolaten.
QT000013221	Hüdigendaags löövt nüms mehr an Spökels.
QT000013222	Ik höör jüst dat ne’este Leed von Björk.
QT000013223	Ik bün glieks trügg.
QT000013224	Ik seh en Fro un twee Hunnen in’n Wagen.
QT000013225	Ik bün klöker as du.
QT000013226	Geev mi en Bladd Poppeer.
QT000013227	Wat hest du güstern daan?
QT000013228	Wi sünd all blied.
QT000013229	Oh, dat is al so laat! Ik mutt loos.
QT000013230	Ik heff man de Halvscheed von ehr Böker.
QT000013231	He kunn güstern nich kamen.
QT000013232	Ik heff twee Stünnen sungen.
QT000013233	Wat söchst du?
QT000013234	Se leevt in en lütt Dörp in England.
QT000013235	Bring dien Broder ook mit.
QT000013236	Daniel Gabriel Fahrenheit is 1686 in Danzig boren.
QT000013237	Ittst du tohuus oder utwards?
QT000013238	Ik heff dat al daan.
QT000013239	Dat hett fiev Daag lang regent.
QT000013240	He güng sitten un lüüster na dat Radio.
QT000013241	Miene Öllern sünd temlich streng.
QT000013242	Worüm hest du so ’n Dummtüüg seggt?
QT000013243	Woveel hest du för em betahlt?
QT000013244	Ik wull geern en Foto von di hebben.
QT000013245	Stimmt wat nich?
QT000013246	Se wüllt nich, dat wi seht, wat se doot.
QT000013247	He harr en rode Büx an.
QT000013248	De annahmen Deern stammt ut Panama.
QT000013249	Den een sien Brood, den annern sien Dood.
QT000013250	Dat köst mi mien Bahntje.
QT000013251	He is för Dunast an ’t Stüür bestraaft worrn.
QT000013252	Dat is dat sülve Wöörbook wat ik heff.
QT000013253	Veel Städer sünd dör Bummen tweischaten worrn.
QT000013254	Wies mi en anner Bispeel.
QT000013255	Ik heff mi mit en Mest in mien Finger sneden.
QT000013256	En Quadraat hett veer lieker lange Kanten.
QT000013257	Dat is wat ik in Spanien köfft heff.
QT000013258	Ik heff all sien Romaans leest.
QT000013259	Dat gifft keen Grund to överdrieven.
QT000013260	Wat is dat, wat du in diene Hand hest?
QT000013261	Ik heff Gooshuud kregen, as ik den Dusendföter op de Müür sehn heff.
QT000013262	De Beten bleev em in ’n Hals steken.
QT000013263	Ahn Maschienen kunnen wi nich mehr leven.
QT000013264	Föhrst du dor mit ’n Bus oder mit dat Auto hen?
QT000013265	Ik harr nich dacht, dat ik maal „Viagra“ in ’e Wikipedia nakieken schull.
QT000013266	Ik swemm geern.
QT000013267	Ik glööv, dat is beter, dat nich to doon.
QT000013268	Dröff ik en Foto von jo maken?
QT000013269	Ik kann miene Navers nich utstahn.
QT000013270	Woveel köst dat?
QT000013271	Wi hebbt ehr in de Minschenmeng ut de Ogen verloren.
QT000013272	Ik roop di Klock söven an.
QT000013273	He ween man bloot.
QT000013274	Du kannst nich lang blieven.
QT000013275	Bliffst du vonavend tohuus?
QT000013276	Mien Broder füll von ’n Boom raf un hett sik en Been braken.
QT000013277	He smirkst mit de Tung.
QT000013278	Tom is ünnen.
QT000013279	Dat unafhängige Förstendoom Liechtensteen liggt in Middeleuropa mank de Swiez un Öösterriek.
QT000013280	Se geiht geern na ’n Strand.
QT000013281	'n Lojban snackende Robotter, de to Kraftwerk-Musiek dansen deit, schüll 'n coole Saak wesen.
QT000013282	Ik bün sülvs bi de Froo wesen un heff ehr dat seggt, un se seed, se wull dat ook ehr Dochter seggen.
QT000013283	Ik bün grötter.
QT000013284	Segg mi de Wohrheid.
QT000013285	He is kennt as en groten Maler.
QT000013286	He füll rüggels an ’e Eer.
QT000013287	Uns Naver hett sik en Ribb braken.
QT000013288	Worüm will Tom Ria nich helpen?
QT000013289	Laat uns hier en Foto maken.
QT000013290	Wi mööt Tom helpen.
QT000013291	De Mann, de dor steiht, is mien Vader.
QT000013292	Sünndag kummt na Sünnavend.
QT000013293	Wannehr hest du dit Video köfft?
QT000013294	Dat Wicht von Gold warrt in Gramm meten.
QT000013295	Wat is dien leevst Bedrievssysteem?
QT000013296	Wo sünd use Kuffers?
QT000013297	Speelt wi Cowboy un Indianer? Ik bün de Sheriff un ji mööt all op mi hören.
QT000013298	Ria is grötter as ik.
QT000013299	Wat is dat?
QT000013300	Ik wœr gistern den ganzen Dag to Huus.
QT000013301	Dat speelt keen Rull, wat he to laat kummt oder nich.
QT000013302	Wo löppt he nu?
QT000013303	Nich verjagen, ik bün dat bloot.
QT000013304	He hett sik en Stoot verpuust.
QT000013305	Wo steiht PTA för?
QT000013306	Drögen Sand nimmt Water op.
QT000013307	Snack düüdlich.
QT000013308	Schriev opminnst 250 Wöör.
QT000013309	Ik kann de Döör nich apen kriegen. Hest du den Slötel?
QT000013310	Ik gah sünndags in ’e Kark.
QT000013311	Ik verdeen dubbelt so veel as du.
QT000013312	Spinnen luurt dor op, dat sik Insekten in jemehr Nett verfangt. So kriegt se jemehr Freten.
QT000013313	Wi hebbt de Woren för dree Dollar dat Dutz köfft.
QT000013314	Ik heff mi dat al dacht, dat ik jo twee hier finn.
QT000013315	He böhrt den sworen Kuffer.
QT000013316	Se hett em en Koken för sien Party maakt.
QT000013317	Miene Süster deed kregel vör sik hen flöten.
QT000013318	He hett sien Ogenlicht bi en Unfall verloren.
QT000013319	Ik heff vonmorgen keen Radio höört.
QT000013320	Ik mag den Sommer nich.
QT000013321	Worüm leggst du dien Mantel nich af?
QT000013322	Toronto hett fröher Fort York heten.
QT000013323	Ik wies di en poor Biller.
QT000013324	Wi hebbt se teemlich goot kennt.
QT000013325	He kennt nüms von uns.
QT000013326	Tom hett dor nix gägen.
QT000013327	Dat is nich wied von Paris.
QT000013328	Wen häöert düsse Tasken?
QT000013329	Wat is de Ünnerscheed twischen en Duuv?
QT000013330	De Dänserinnen harrn sik opfleet.
QT000013331	Ehr Hannen weren koold as Marmelsteen.
QT000013332	Ik heff den Satz verbetert.
QT000013333	Ik heff dat Slötelbund in ’e Tasch.
QT000013334	Düütsche Soldaten sünd na Frankriek marscheert.
QT000013335	Dissen Sworen Text kann ik nich lesen.
QT000013336	Bambus böögt sik in ’n Wind.
QT000013337	Ik heff em en langen Breef schreven.
QT000013338	Se kriggt ehr Kind in ’n Juli.
QT000013339	Se köfft en Book in ’n Laden.
QT000013340	All Schölers weren dor.
QT000013341	Dor is en Fehler in ’e Reken.
QT000013342	Dat Museum is en Besöök weerd.
QT000013343	Wo lang hest du Football speelt?
QT000013344	Wo een ook henkickt in europa, de Taters hebbt allerwegens en sworen Stand.
QT000013345	Ik weer in ’n Feberwoor in São Paulo.
QT000013346	Weent de Heven?
QT000013347	Ik heff jüst nix to doon.
QT000013348	Se weer schick antagen.
QT000013349	Se sünd dood.
QT000013350	Wullt du noch en Appel?
QT000013351	Nee!
QT000013352	Villicht gah ik, villicht nich.
QT000013353	Gefallt di disse Bloom?
QT000013354	Ik will keen Wehdaag mehr hebben.
QT000013355	Se kann Franzöösch snacken.
QT000013356	Uns Tog deed 200 km/h gau föhren.
QT000013357	He hett altied en blau Hemd an.
QT000013358	Se schöölt sik dor an wennen.
QT000013359	De Deern nimmt ehr Popp allerwegens mit hen.
QT000013360	Ik weer dwungen an ’n Sünndag to arbeiden.
QT000013361	Dat is en lichter, en Klock uteneentoboon as ehr wedder tohooptosetten.
QT000013362	Ik dach, dat dat wohr is.
QT000013363	Bet 1910 weer dat Book "Alice in Wonderland" al in disse Spraken översett: Düütsch, Franzöösch, Sweedsch, Italieensch, Russ’sch, Däänsch, Nedderlandsch, Noorweegsch. Finnsch un Esperanto.
QT000013364	Sünd Tom un Ria all beid in Boston boren worrn?
QT000013365	Stünnen gaht rüm un se tellt de Minuten.
QT000013366	De Müür is twee Meter dick.
QT000013367	Wi löpen över de Düün.
QT000013368	Ik schull dat letztere seggt harrn.
QT000013369	He deed dat Gedicht luud vörlesen.
QT000013370	Wat för welk sünd de besten?
QT000013371	Ik laat de Böker hier.
QT000013372	Een warrt so oold as en Koh un lehrt doch jümmer noch wat to.
QT000013373	De Maschien graavt den Tunnel Meter för Meter ünner de Stad dör.
QT000013374	He hett sien Leevdaag nüms wehdaan.
QT000013375	Du schasst nich in ’n Diek swemmen.
QT000013376	Legg nich op; ik heff noch nich utsnackt.
QT000013377	Dat fallt mi swoor, em to verstahn.
QT000013378	Ik heff lang swegen.
QT000013379	Praat för ’n November?
QT000013380	He deed mit slaten Ogen to de Musiek lüüstern.
QT000013381	Dat hett lang duurt, bet dat se mi verstahn hett.
QT000013382	Dit Auto föhrt nich mehr so good as fröher.
QT000013383	Ik blööd, wenn ik Leevd maak.
QT000013384	Se keem alleen.
QT000013385	Is dat de Slötel, den du söchst?
QT000013386	Opmaal deed ik en Schree hören.
QT000013387	Nee, du kennst di nich mit Java ut. Du kennst JavaSCRIPT.
QT000013388	He glöövt an ’n Wiehnachtsmann.
QT000013389	As Marcus ankeem, deed ik slapen.
QT000013390	De Tied helpt männigmaal ook den Dokter.
QT000013391	Woneem hest du Düütsch lehrt?
QT000013392	He wull ehr begööschen, aver se wull un wull nich opholen to wenen.
QT000013393	Tom lehrt jüst, Programmen in Javascript to schrieven.
QT000013394	Ik heff nu keen Tied.
QT000013395	Ik bün praat to starven.
QT000013396	Ik heff Snökerkraam för de Kinner mit.
QT000013397	Se keek em bi ’t Swemmen to.
QT000013398	Slapen is beter as en Medizin.
QT000013399	Wat Marie Curie weer, de hett dat Radium opdeckt.
QT000013400	Elkeen maakt af un to Fehlers.
QT000013401	He deed sien Broder op de Schuller haun.
QT000013402	Herr Dokter, mien Maag deit weh.
QT000013403	Ik bruuk en Koort.
QT000013404	Ik will en poor Tüften.
QT000013405	Dit Eiland liggt dree Kilometer vör de Küst.
QT000013406	Se sütt jung ut, aver in Würklichkeid is se öller as du.
QT000013407	He is an ’t Stüür toslapen un harr en Unfall.
QT000013408	De rood-witte Flagg fladder in ’n Wind.
QT000013409	Dat is sien Opgaav, in ’n Goorn dat Unkrudd to weden.
QT000013410	Wat schall ik nu doon?
QT000013411	Wees bedankt för den Anroop.
QT000013412	Miene Mudder hett mien Temperatur meten.
QT000013413	Se hett sik jümmer mit ehr Öllern streden.
QT000013414	Dor kummt Claudia mit de Schuuvkoor.
QT000013415	Kaam nich so laat, okay?
QT000013416	Hest du von dat Füür güstern höört?
QT000013417	Dat weren negenunnegentig Luftballons.
QT000013418	Dat weer ook Tied!
QT000013419	Ik heff elk Book in de Bibliotheek leest.
QT000013420	Dröff ik di küssen?
QT000013421	Tom hett us to’n Middag inloden.
QT000013422	Se hett den Ring funnen, den se op ehr Reis verloren harr.
QT000013423	De Tiedschrift kummt een Kehr in ’e Week rut.
QT000013424	Een Tung is nie noog.
QT000013425	Dat is nödig, de Regeln to folgen.
QT000013426	He hett mi noch keen Antwoord geven.
QT000013427	Ik segg em dat, wenn he kummt.
QT000013428	Ik lööv, ik bün bloot kaputt.
